DT,TBL_NM,PRD_SE,PRD_DE,C1,C1_NM,ITM_NM,TBL_ID,ITM_ID,ORG_ID,C1_OBJ_NM
107.1,주택시장 소비심리지수,M,2016-09-01,K0608,대구광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
115.3,주택시장 소비심리지수,M,2016-09-01,K0609,광주광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
122.4,주택시장 소비심리지수,M,2016-09-01,K0610,대전광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
112.7,주택시장 소비심리지수,M,2016-09-01,K0611,울산광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
131.2,주택시장 소비심리지수,M,2016-09-01,K0612,강원도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
110.2,주택시장 소비심리지수,M,2016-09-01,K0613,충청북도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
114.3,주택시장 소비심리지수,M,2016-09-01,K0614,충청남도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
124.5,주택시장 소비심리지수,M,2016-09-01,K0615,전라북도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
122.1,주택시장 소비심리지수,M,2016-09-01,K0616,전라남도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
99.8,주택시장 소비심리지수,M,2016-09-01,K0617,경상북도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
116.8,주택시장 소비심리지수,M,2016-09-01,K0618,경상남도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
125.2,주택시장 소비심리지수,M,2016-10-01,K01,전국,주택시장소비심리지수,DT_39002_02,T1,390,시도별
129.8,주택시장 소비심리지수,M,2016-10-01,K02,수도권,주택시장소비심리지수,DT_39002_02,T1,390,시도별
131.1,주택시장 소비심리지수,M,2016-10-01,K0203,서울특별시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
128.8,주택시장 소비심리지수,M,2016-10-01,K0204,인천광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
129.4,주택시장 소비심리지수,M,2016-10-01,K0205,경기도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
119.7,주택시장 소비심리지수,M,2016-10-01,K06,비수도권,주택시장소비심리지수,DT_39002_02,T1,390,시도별
138.7,주택시장 소비심리지수,M,2016-10-01,K0607,부산광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
106.9,주택시장 소비심리지수,M,2016-10-01,K0608,대구광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
113.2,주택시장 소비심리지수,M,2016-10-01,K0609,광주광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
129.4,주택시장 소비심리지수,M,2016-10-01,K0610,대전광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
108.9,주택시장 소비심리지수,M,2016-10-01,K0611,울산광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
134.7,주택시장 소비심리지수,M,2016-10-01,K0612,강원도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
111.8,주택시장 소비심리지수,M,2016-10-01,K0613,충청북도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
110.6,주택시장 소비심리지수,M,2016-10-01,K0614,충청남도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
123.0,주택시장 소비심리지수,M,2016-10-01,K0615,전라북도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
126.0,주택시장 소비심리지수,M,2016-10-01,K0616,전라남도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
96.2,주택시장 소비심리지수,M,2016-10-01,K0617,경상북도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
115.6,주택시장 소비심리지수,M,2016-10-01,K0618,경상남도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
114.6,주택시장 소비심리지수,M,2016-11-01,K01,전국,주택시장소비심리지수,DT_39002_02,T1,390,시도별
116.5,주택시장 소비심리지수,M,2016-11-01,K02,수도권,주택시장소비심리지수,DT_39002_02,T1,390,시도별
115.5,주택시장 소비심리지수,M,2016-11-01,K0203,서울특별시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
117.0,주택시장 소비심리지수,M,2016-11-01,K0204,인천광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
117.1,주택시장 소비심리지수,M,2016-11-01,K0205,경기도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
112.8,주택시장 소비심리지수,M,2016-11-01,K06,비수도권,주택시장소비심리지수,DT_39002_02,T1,390,시도별
127.4,주택시장 소비심리지수,M,2016-11-01,K0607,부산광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
100.0,주택시장 소비심리지수,M,2016-11-01,K0608,대구광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
109.5,주택시장 소비심리지수,M,2016-11-01,K0609,광주광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
121.1,주택시장 소비심리지수,M,2016-11-01,K0610,대전광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
105.8,주택시장 소비심리지수,M,2016-11-01,K0611,울산광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
127.5,주택시장 소비심리지수,M,2016-11-01,K0612,강원도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
104.2,주택시장 소비심리지수,M,2016-11-01,K0613,충청북도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
102.8,주택시장 소비심리지수,M,2016-11-01,K0614,충청남도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
115.3,주택시장 소비심리지수,M,2016-11-01,K0615,전라북도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
122.0,주택시장 소비심리지수,M,2016-11-01,K0616,전라남도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
94.2,주택시장 소비심리지수,M,2016-11-01,K0617,경상북도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
110.4,주택시장 소비심리지수,M,2016-11-01,K0618,경상남도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
105.3,주택시장 소비심리지수,M,2016-12-01,K01,전국,주택시장소비심리지수,DT_39002_02,T1,390,시도별
104.8,주택시장 소비심리지수,M,2016-12-01,K02,수도권,주택시장소비심리지수,DT_39002_02,T1,390,시도별
103.4,주택시장 소비심리지수,M,2016-12-01,K0203,서울특별시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
107.1,주택시장 소비심리지수,M,2016-12-01,K0204,인천광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
105.0,주택시장 소비심리지수,M,2016-12-01,K0205,경기도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
105.9,주택시장 소비심리지수,M,2016-12-01,K06,비수도권,주택시장소비심리지수,DT_39002_02,T1,390,시도별
112.2,주택시장 소비심리지수,M,2016-12-01,K0607,부산광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
96.4,주택시장 소비심리지수,M,2016-12-01,K0608,대구광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
108.0,주택시장 소비심리지수,M,2016-12-01,K0609,광주광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
114.8,주택시장 소비심리지수,M,2016-12-01,K0610,대전광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
95.2,주택시장 소비심리지수,M,2016-12-01,K0611,울산광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
118.1,주택시장 소비심리지수,M,2016-12-01,K0612,강원도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
104.1,주택시장 소비심리지수,M,2016-12-01,K0613,충청북도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
99.1,주택시장 소비심리지수,M,2016-12-01,K0614,충청남도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
107.7,주택시장 소비심리지수,M,2016-12-01,K0615,전라북도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
118.4,주택시장 소비심리지수,M,2016-12-01,K0616,전라남도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
96.4,주택시장 소비심리지수,M,2016-12-01,K0617,경상북도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
101.4,주택시장 소비심리지수,M,2016-12-01,K0618,경상남도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
108.3,주택시장 소비심리지수,M,2017-01-01,K01,전국,주택시장소비심리지수,DT_39002_02,T1,390,시도별
109.2,주택시장 소비심리지수,M,2017-01-01,K02,수도권,주택시장소비심리지수,DT_39002_02,T1,390,시도별
108.8,주택시장 소비심리지수,M,2017-01-01,K0203,서울특별시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
112.0,주택시장 소비심리지수,M,2017-01-01,K0204,인천광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
108.8,주택시장 소비심리지수,M,2017-01-01,K0205,경기도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
107.2,주택시장 소비심리지수,M,2017-01-01,K06,비수도권,주택시장소비심리지수,DT_39002_02,T1,390,시도별
115.6,주택시장 소비심리지수,M,2017-01-01,K0607,부산광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
97.3,주택시장 소비심리지수,M,2017-01-01,K0608,대구광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
105.1,주택시장 소비심리지수,M,2017-01-01,K0609,광주광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
117.4,주택시장 소비심리지수,M,2017-01-01,K0610,대전광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
94.7,주택시장 소비심리지수,M,2017-01-01,K0611,울산광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
128.6,주택시장 소비심리지수,M,2017-01-01,K0612,강원도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
106.0,주택시장 소비심리지수,M,2017-01-01,K0613,충청북도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
99.4,주택시장 소비심리지수,M,2017-01-01,K0614,충청남도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
110.9,주택시장 소비심리지수,M,2017-01-01,K0615,전라북도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
119.6,주택시장 소비심리지수,M,2017-01-01,K0616,전라남도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
94.1,주택시장 소비심리지수,M,2017-01-01,K0617,경상북도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
99.2,주택시장 소비심리지수,M,2017-01-01,K0618,경상남도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
112.3,주택시장 소비심리지수,M,2017-02-01,K01,전국,주택시장소비심리지수,DT_39002_02,T1,390,시도별
114.0,주택시장 소비심리지수,M,2017-02-01,K02,수도권,주택시장소비심리지수,DT_39002_02,T1,390,시도별
114.4,주택시장 소비심리지수,M,2017-02-01,K0203,서울특별시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
118.8,주택시장 소비심리지수,M,2017-02-01,K0204,인천광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
112.8,주택시장 소비심리지수,M,2017-02-01,K0205,경기도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
110.2,주택시장 소비심리지수,M,2017-02-01,K06,비수도권,주택시장소비심리지수,DT_39002_02,T1,390,시도별
115.5,주택시장 소비심리지수,M,2017-02-01,K0607,부산광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
102.9,주택시장 소비심리지수,M,2017-02-01,K0608,대구광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
108.4,주택시장 소비심리지수,M,2017-02-01,K0609,광주광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
117.1,주택시장 소비심리지수,M,2017-02-01,K0610,대전광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
100.2,주택시장 소비심리지수,M,2017-02-01,K0611,울산광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
131.1,주택시장 소비심리지수,M,2017-02-01,K0612,강원도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
112.8,주택시장 소비심리지수,M,2017-02-01,K0613,충청북도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
104.1,주택시장 소비심리지수,M,2017-02-01,K0614,충청남도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
113.1,주택시장 소비심리지수,M,2017-02-01,K0615,전라북도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
121.1,주택시장 소비심리지수,M,2017-02-01,K0616,전라남도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
98.9,주택시장 소비심리지수,M,2017-02-01,K0617,경상북도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
102.4,주택시장 소비심리지수,M,2017-02-01,K0618,경상남도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
112.7,주택시장 소비심리지수,M,2017-03-01,K01,전국,주택시장소비심리지수,DT_39002_02,T1,390,시도별
115.7,주택시장 소비심리지수,M,2017-03-01,K02,수도권,주택시장소비심리지수,DT_39002_02,T1,390,시도별
116.0,주택시장 소비심리지수,M,2017-03-01,K0203,서울특별시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
117.5,주택시장 소비심리지수,M,2017-03-01,K0204,인천광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
115.2,주택시장 소비심리지수,M,2017-03-01,K0205,경기도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
108.9,주택시장 소비심리지수,M,2017-03-01,K06,비수도권,주택시장소비심리지수,DT_39002_02,T1,390,시도별
115.8,주택시장 소비심리지수,M,2017-03-01,K0607,부산광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
99.4,주택시장 소비심리지수,M,2017-03-01,K0608,대구광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
108.5,주택시장 소비심리지수,M,2017-03-01,K0609,광주광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
114.9,주택시장 소비심리지수,M,2017-03-01,K0610,대전광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
102.5,주택시장 소비심리지수,M,2017-03-01,K0611,울산광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
119.8,주택시장 소비심리지수,M,2017-03-01,K0612,강원도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
106.1,주택시장 소비심리지수,M,2017-03-01,K0613,충청북도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
101.4,주택시장 소비심리지수,M,2017-03-01,K0614,충청남도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
114.7,주택시장 소비심리지수,M,2017-03-01,K0615,전라북도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
123.9,주택시장 소비심리지수,M,2017-03-01,K0616,전라남도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
99.5,주택시장 소비심리지수,M,2017-03-01,K0617,경상북도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
101.4,주택시장 소비심리지수,M,2017-03-01,K0618,경상남도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
113.1,주택시장 소비심리지수,M,2017-04-01,K01,전국,주택시장소비심리지수,DT_39002_02,T1,390,시도별
117.6,주택시장 소비심리지수,M,2017-04-01,K02,수도권,주택시장소비심리지수,DT_39002_02,T1,390,시도별
120.8,주택시장 소비심리지수,M,2017-04-01,K0203,서울특별시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
118.6,주택시장 소비심리지수,M,2017-04-01,K0204,인천광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
115.7,주택시장 소비심리지수,M,2017-04-01,K0205,경기도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
107.4,주택시장 소비심리지수,M,2017-04-01,K06,비수도권,주택시장소비심리지수,DT_39002_02,T1,390,시도별
116.7,주택시장 소비심리지수,M,2017-04-01,K0607,부산광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
96.8,주택시장 소비심리지수,M,2017-04-01,K0608,대구광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
109.2,주택시장 소비심리지수,M,2017-04-01,K0609,광주광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
114.5,주택시장 소비심리지수,M,2017-04-01,K0610,대전광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
99.1,주택시장 소비심리지수,M,2017-04-01,K0611,울산광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
119.6,주택시장 소비심리지수,M,2017-04-01,K0612,강원도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
107.1,주택시장 소비심리지수,M,2017-04-01,K0613,충청북도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
102.0,주택시장 소비심리지수,M,2017-04-01,K0614,충청남도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
115.1,주택시장 소비심리지수,M,2017-04-01,K0615,전라북도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
120.8,주택시장 소비심리지수,M,2017-04-01,K0616,전라남도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
95.9,주택시장 소비심리지수,M,2017-04-01,K0617,경상북도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
94.1,주택시장 소비심리지수,M,2017-04-01,K0618,경상남도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
116.6,주택시장 소비심리지수,M,2017-05-01,K01,전국,주택시장소비심리지수,DT_39002_02,T1,390,시도별
122.9,주택시장 소비심리지수,M,2017-05-01,K02,수도권,주택시장소비심리지수,DT_39002_02,T1,390,시도별
128.4,주택시장 소비심리지수,M,2017-05-01,K0203,서울특별시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
120.1,주택시장 소비심리지수,M,2017-05-01,K0204,인천광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
120.4,주택시장 소비심리지수,M,2017-05-01,K0205,경기도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
108.4,주택시장 소비심리지수,M,2017-05-01,K06,비수도권,주택시장소비심리지수,DT_39002_02,T1,390,시도별
116.9,주택시장 소비심리지수,M,2017-05-01,K0607,부산광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
100.6,주택시장 소비심리지수,M,2017-05-01,K0608,대구광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
112.3,주택시장 소비심리지수,M,2017-05-01,K0609,광주광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
117.6,주택시장 소비심리지수,M,2017-05-01,K0610,대전광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
100.5,주택시장 소비심리지수,M,2017-05-01,K0611,울산광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
118.4,주택시장 소비심리지수,M,2017-05-01,K0612,강원도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
106.7,주택시장 소비심리지수,M,2017-05-01,K0613,충청북도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
99.1,주택시장 소비심리지수,M,2017-05-01,K0614,충청남도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
116.9,주택시장 소비심리지수,M,2017-05-01,K0615,전라북도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
119.9,주택시장 소비심리지수,M,2017-05-01,K0616,전라남도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
97.0,주택시장 소비심리지수,M,2017-05-01,K0617,경상북도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
94.8,주택시장 소비심리지수,M,2017-05-01,K0618,경상남도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
115.5,주택시장 소비심리지수,M,2017-06-01,K01,전국,주택시장소비심리지수,DT_39002_02,T1,390,시도별
121.7,주택시장 소비심리지수,M,2017-06-01,K02,수도권,주택시장소비심리지수,DT_39002_02,T1,390,시도별
127.5,주택시장 소비심리지수,M,2017-06-01,K0203,서울특별시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
118.3,주택시장 소비심리지수,M,2017-06-01,K0204,인천광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
119.2,주택시장 소비심리지수,M,2017-06-01,K0205,경기도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
107.6,주택시장 소비심리지수,M,2017-06-01,K06,비수도권,주택시장소비심리지수,DT_39002_02,T1,390,시도별
112.5,주택시장 소비심리지수,M,2017-06-01,K0607,부산광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
110.4,주택시장 소비심리지수,M,2017-06-01,K0608,대구광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
114.9,주택시장 소비심리지수,M,2017-06-01,K0609,광주광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
112.5,주택시장 소비심리지수,M,2017-06-01,K0610,대전광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
99.6,주택시장 소비심리지수,M,2017-06-01,K0611,울산광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
116.0,주택시장 소비심리지수,M,2017-06-01,K0612,강원도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
103.1,주택시장 소비심리지수,M,2017-06-01,K0613,충청북도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
100.5,주택시장 소비심리지수,M,2017-06-01,K0614,충청남도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
114.8,주택시장 소비심리지수,M,2017-06-01,K0615,전라북도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
122.7,주택시장 소비심리지수,M,2017-06-01,K0616,전라남도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
92.6,주택시장 소비심리지수,M,2017-06-01,K0617,경상북도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
92.5,주택시장 소비심리지수,M,2017-06-01,K0618,경상남도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
119.7,주택시장 소비심리지수,M,2017-07-01,K01,전국,주택시장소비심리지수,DT_39002_02,T1,390,시도별
127.6,주택시장 소비심리지수,M,2017-07-01,K02,수도권,주택시장소비심리지수,DT_39002_02,T1,390,시도별
136.8,주택시장 소비심리지수,M,2017-07-01,K0203,서울특별시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
120.4,주택시장 소비심리지수,M,2017-07-01,K0204,인천광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
123.9,주택시장 소비심리지수,M,2017-07-01,K0205,경기도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
109.9,주택시장 소비심리지수,M,2017-07-01,K06,비수도권,주택시장소비심리지수,DT_39002_02,T1,390,시도별
116.2,주택시장 소비심리지수,M,2017-07-01,K0607,부산광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
116.9,주택시장 소비심리지수,M,2017-07-01,K0608,대구광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
118.8,주택시장 소비심리지수,M,2017-07-01,K0609,광주광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
114.1,주택시장 소비심리지수,M,2017-07-01,K0610,대전광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
97.0,주택시장 소비심리지수,M,2017-07-01,K0611,울산광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
122.9,주택시장 소비심리지수,M,2017-07-01,K0612,강원도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
106.5,주택시장 소비심리지수,M,2017-07-01,K0613,충청북도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
106.5,주택시장 소비심리지수,M,2017-07-01,K0614,충청남도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
115.6,주택시장 소비심리지수,M,2017-07-01,K0615,전라북도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
124.0,주택시장 소비심리지수,M,2017-07-01,K0616,전라남도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
90.2,주택시장 소비심리지수,M,2017-07-01,K0617,경상북도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
91.7,주택시장 소비심리지수,M,2017-07-01,K0618,경상남도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
113.2,주택시장 소비심리지수,M,2017-08-01,K01,전국,주택시장소비심리지수,DT_39002_02,T1,390,시도별
117.4,주택시장 소비심리지수,M,2017-08-01,K02,수도권,주택시장소비심리지수,DT_39002_02,T1,390,시도별
117.8,주택시장 소비심리지수,M,2017-08-01,K0203,서울특별시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
117.0,주택시장 소비심리지수,M,2017-08-01,K0204,인천광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
117.3,주택시장 소비심리지수,M,2017-08-01,K0205,경기도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
117.8,주택시장 소비심리지수,M,2017-08-01,K06,비수도권,주택시장소비심리지수,DT_39002_02,T1,390,시도별
111.9,주택시장 소비심리지수,M,2017-08-01,K0607,부산광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
116.8,주택시장 소비심리지수,M,2017-08-01,K0608,대구광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
117.4,주택시장 소비심리지수,M,2017-08-01,K0609,광주광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
115.1,주택시장 소비심리지수,M,2017-08-01,K0610,대전광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
95.9,주택시장 소비심리지수,M,2017-08-01,K0611,울산광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
122.0,주택시장 소비심리지수,M,2017-08-01,K0612,강원도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
105.2,주택시장 소비심리지수,M,2017-08-01,K0613,충청북도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
102.4,주택시장 소비심리지수,M,2017-08-01,K0614,충청남도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
116.3,주택시장 소비심리지수,M,2017-08-01,K0615,전라북도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
125.4,주택시장 소비심리지수,M,2017-08-01,K0616,전라남도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
90.1,주택시장 소비심리지수,M,2017-08-01,K0617,경상북도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
91.0,주택시장 소비심리지수,M,2017-08-01,K0618,경상남도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
111.5,주택시장 소비심리지수,M,2017-09-01,K01,전국,주택시장소비심리지수,DT_39002_02,T1,390,시도별
115.1,주택시장 소비심리지수,M,2017-09-01,K02,수도권,주택시장소비심리지수,DT_39002_02,T1,390,시도별
118.9,주택시장 소비심리지수,M,2017-09-01,K0203,서울특별시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
114.8,주택시장 소비심리지수,M,2017-09-01,K0204,인천광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
112.9,주택시장 소비심리지수,M,2017-09-01,K0205,경기도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
107.0,주택시장 소비심리지수,M,2017-09-01,K06,비수도권,주택시장소비심리지수,DT_39002_02,T1,390,시도별
103.7,주택시장 소비심리지수,M,2017-09-01,K0607,부산광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
113.7,주택시장 소비심리지수,M,2017-09-01,K0608,대구광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
117.2,주택시장 소비심리지수,M,2017-09-01,K0609,광주광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
117.0,주택시장 소비심리지수,M,2017-09-01,K0610,대전광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
91.6,주택시장 소비심리지수,M,2017-09-01,K0611,울산광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
116.2,주택시장 소비심리지수,M,2017-09-01,K0612,강원도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
105.6,주택시장 소비심리지수,M,2017-09-01,K0613,충청북도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
107.0,주택시장 소비심리지수,M,2017-09-01,K0614,충청남도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
117.4,주택시장 소비심리지수,M,2017-09-01,K0615,전라북도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
